sock,Normal,83978.42,578
toster,Popular,132284.20999999993,6532
moccasins,Popular,625346.1100000003,7833
cpu,Top brand,1.7032447780000016E7,52645
air_conditioner,Top brand,2.4337817360000003E7,61395
blender,Popular,1531450.7000000004,36501
shoes,Niche,1144176.29,17697
smartphone,Popular,2.1262149710000046E7,148299
wallet,Normal,147829.38000000006,6159
skates,Popular,1.178850177E7,19716
tonometer,Top brand,25597.250000000007,621
oven,Popular,8170364.010000006,90504
radar,Normal,122383.71,1895
subwoofer,Niche,312307.22000000026,8050
swing,Popular,3122453.5799999987,25448
radar,Niche,132143.23,1844
mixer,Normal,566002.0999999997,5562
trousers,Popular,561129.6200000002,12309
anti_freeze,Niche,6518.36,321
coffee_machine,Top brand,4.024697692999995E7,93796
light,Top brand,3233176.6200000006,26285
generator,Normal,3742572.4799999995,11117
sewing_machine,Normal,2144042.52,8619
winch,Popular,2968383.830000002,5952
photo,Popular,17322.839999999997,28
cultivator,Top brand,1612023.46,5737
keds,Top brand,1.7317104670000006E7,196260
player,Niche,357845.9200000001,3652
memory,Niche,102743.16000000003,1082
videocards,Top brand,4.897396669E7,123358
mouse,Popular,2149690.850000001,48308
medicine,Top brand,25597.250000000007,621
toys,Niche,1292529.3,43621
shirt,Popular,2382392.669999998,33709
jacket,Niche,43.23,1
cooler,Niche,170951.67000000007,5326
snowboard,Niche,243543.87,675
hob,Top brand,4.309387119999999E7,164578
hammok,Normal,166856.33000000005,732
toys,Normal,2960871.419999998,92505
telephone,Popular,2208054.069999994,107663
power_supply,Normal,757444.5499999999,10846
screw,Popular,455.05,22
dishwasher,Niche,21216.33,33
dolls,Popular,1339303.0099999988,29032
hob,Normal,992516.55,4143
diapers,Normal,206830.4800000002,16594
electronics,Niche,2980697.1500000004,42635
ski,Popular,2031228.5000000007,7663
photo,Normal,67642.83,89
kids,Niche,3492084.669999999,78174
keyboard,Normal,592769.6499999998,28660
desktop,Niche,223721.49000000002,2288
computers,Popular,7.263488442999998E7,499976
tennis,Top brand,124377.84999999998,3587
air_heater,Normal,1238030.2799999998,17695
universal,Normal,850335.5200000001,5750
kitchen,Niche,1720059.26,21834
ski,Normal,2156354.61,4584
skirt,Normal,46868.17,386
toilet,Top brand,842062.9299999998,3741
coffee_grinder,Normal,17039.29,953
tonometer,Popular,1083445.9400000002,20400
auto,Popular,4.618147225999998E7,304859
air_conditioner,Normal,892915.1,2541
painting,Normal,712634.8299999997,1971
light,Niche,229899.03999999995,4726
bedroom,Popular,2.2555280110000025E7,106805
printer,Top brand,4.8322818919999994E7,212695
shorts,Niche,1249.39,297
faucet,Niche,316044.61,7111
dishwasher,Top brand,6.529726680999999E7,153784
jumper,Niche,4497.759999999999,76
tonometer,Normal,41140.61999999999,853
appliances,Popular,1.4302113849999994E8,1038988
printer,Popular,1024719.0099999999,6425
keyboard,Top brand,2613855.1299999994,31226
computers,Normal,1.5180250440000001E7,184722
coffee_grinder,Top brand,463023.1000000001,12592
kettle,Niche,127349.34999999999,4301
meat_grinder,Normal,524025.5199999999,7892
furniture,Popular,7.207073827000003E7,326378
subwoofer,Top brand,1.2747114820000023E7,152745
painting,Top brand,742892.8400000003,12431
kettle,Popular,2201960.840000001,61579
welding,Top brand,1.8393252369999968E7,92922
blanket,Niche,28930.97,578
sandals,Niche,15413.240000000005,362
acoustic,Popular,2.0975232830000002E7,43232
mixer,Top brand,1.438275866E7,105866
refrigerators,Niche,338724.99999999994,975
tennis,Normal,279561.21,2874
stationery,Normal,6049.51,247
generator,Popular,1.1106995060000004E7,33509
hood,Popular,3533222.0199999954,38835
hair_cutter,Normal,643682.9200000002,8626
toster,Normal,5017.8600000000015,211
scales,Top brand,1476250.0699999998,59998
alarm,Niche,31462.91999999999,873
dolls,Normal,1105118.950000002,27739
